"No participante","P1","P2","P3","P4","P5","P6","U1","U2","U3","U4","U5","U6"
"E1","966.66666666667","852.83333333333","981.66666666667","1006.1666666667","973.66666666667","969.5","1.5","1.3333333333333","2.3333333333333","2.6666666666667","0.83333333333333","7.5"
"E2","935","945.5","764.66666666667","896.5","694.16666666667","711.83333333333","2.3333333333333","11.833333333333","15","16.666666666667","2","7.5"
"E3","976.83333333333","997","890.66666666667","908.16666666667","884","946.5","8.3333333333333","6.1666666666667","6.6666666666667","10.333333333333","1.5","1.6666666666667"
"E4","945","868","844.5","729","932","778","0.66666666666667","12.833333333333","14.333333333333","17.333333333333","1.5","4.8333333333333"
"E5","964.16666666667","7","973","842.5","948.5","741.16666666667","0.66666666666667","14.166666666667","15.833333333333","15.333333333333","1.1666666666667","5"
"E6","984.66666666667","769.66666666667","907","853.5","922","897.16666666667","1.6666666666667","14.166666666667","11.833333333333","14.5","1.1666666666667","2.6666666666667"
"E7","275.66666666667","270.66666666667","235.16666666667","755.83333333333","572.83333333333","949.83333333333","6.3333333333333","3.8333333333333","5.6666666666667","9.8333333333333","2","2.1666666666667"
"E8","901.33333333333","276.33333333333","924.16666666667","824.16666666667","957.16666666667","911.83333333333","1.8333333333333","15.333333333333","16.166666666667","15.666666666667","1.1666666666667","5.6666666666667"
"E9","779.16666666667","798","485.83333333333","967","917.66666666667","966.16666666667","9","9.1666666666667","6.5","7.5","2","2.1666666666667"
"E10","367.33333333333","0.5","414.5","579.66666666667","776.5","973.66666666667","1.6666666666667","14.666666666667","16.5","15.333333333333","1.5","6.3333333333333"
"E11","969.33333333333","957.33333333333","977","970.5","920.5","936.33333333333","1.8333333333333","2.5","1.6666666666667","2.6666666666667","2.8333333333333","2"
"E12","587.16666666667","0.5","881.66666666667","933.83333333333","962.33333333333","968.66666666667","5.3333333333333","9.1666666666667","9.1666666666667","3.8333333333333","1.5","1"
"E13","591.33333333333","598.33333333333","701.16666666667","975","967.5","975.66666666667","2.3333333333333","1","1.5","2.3333333333333","2","1.6666666666667"
